Column1,Time(sec)Min,Time(sec)Max,Time(sec)Std,Time(sec)Med,Time(sec)Avg,Time(sec)Skewness,Time(sec)Kurtosis,VGRF_left_s1Min,VGRF_left_s1Max,VGRF_left_s1Std,VGRF_left_s1Med,VGRF_left_s1Avg,VGRF_left_s1Skewness,VGRF_left_s1Kurtosis,VGRF_left_s2Min,VGRF_left_s2Max,VGRF_left_s2Std,VGRF_left_s2Med,VGRF_left_s2Avg,VGRF_left_s2Skewness,VGRF_left_s2Kurtosis,VGRF_left_s3Min,VGRF_left_s3Max,VGRF_left_s3Std,VGRF_left_s3Med,VGRF_left_s3Avg,VGRF_left_s3Skewness,VGRF_left_s3Kurtosis,VGRF_left_s4Min,VGRF_left_s4Max,VGRF_left_s4Std,VGRF_left_s4Med,VGRF_left_s4Avg,VGRF_left_s4Skewness,VGRF_left_s4Kurtosis,VGRF_left_s5Min,VGRF_left_s5Max,VGRF_left_s5Std,VGRF_left_s5Med,VGRF_left_s5Avg,VGRF_left_s5Skewness,VGRF_left_s5Kurtosis,VGRF_left_s6Min,VGRF_left_s6Max,VGRF_left_s6Std,VGRF_left_s6Med,VGRF_left_s6Avg,VGRF_left_s6Skewness,VGRF_left_s6Kurtosis,VGRF_left_s7Min,VGRF_left_s7Max,VGRF_left_s7Std,VGRF_left_s7Med,VGRF_left_s7Avg,VGRF_left_s7Skewness,VGRF_left_s7Kurtosis,VGRF_left_s8Min,VGRF_left_s8Max,VGRF_left_s8Std,VGRF_left_s8Med,VGRF_left_s8Avg,VGRF_left_s8Skewness,VGRF_left_s8Kurtosis,VGRF_right_s1Min,VGRF_right_s1Max,VGRF_right_s1Std,VGRF_right_s1Med,VGRF_right_s1Avg,VGRF_right_s1Skewness,VGRF_right_s1Kurtosis,VGRF_right_s2Min,VGRF_right_s2Max,VGRF_right_s2Std,VGRF_right_s2Med,VGRF_right_s2Avg,VGRF_right_s2Skewness,VGRF_right_s2Kurtosis,VGRF_right_s3Min,VGRF_right_s3Max,VGRF_right_s3Std,VGRF_right_s3Med,VGRF_right_s3Avg,VGRF_right_s3Skewness,VGRF_right_s3Kurtosis,VGRF_right_s4Min,VGRF_right_s4Max,VGRF_right_s4Std,VGRF_right_s4Med,VGRF_right_s4Avg,VGRF_right_s4Skewness,VGRF_right_s4Kurtosis,VGRF_right_s5Min,VGRF_right_s5Max,VGRF_right_s5Std,VGRF_right_s5Med,VGRF_right_s5Avg,VGRF_right_s5Skewness,VGRF_right_s5Kurtosis,VGRF_right_s6Min,VGRF_right_s6Max,VGRF_right_s6Std,VGRF_right_s6Med,VGRF_right_s6Avg,VGRF_right_s6Skewness,VGRF_right_s6Kurtosis,VGRF_right_s7Min,VGRF_right_s7Max,VGRF_right_s7Std,VGRF_right_s7Med,VGRF_right_s7Avg,VGRF_right_s7Skewness,VGRF_right_s7Kurtosis,VGRF_right_s8Min,VGRF_right_s8Max,VGRF_right_s8Std,VGRF_right_s8Med,VGRF_right_s8Avg,VGRF_right_s8Skewness,VGRF_right_s8Kurtosis,Total_force_leftMin,Total_force_leftMax,Total_force_leftStd,Total_force_leftMed,Total_force_leftAvg,Total_force_leftSkewness,Total_force_leftKurtosis,Total_force_rightMin,Total_force_rightMax,Total_force_rightStd,Total_force_rightMed,Total_force_rightAvg,Total_force_rightSkewness,Total_force_rightKurtosis,Status
147,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,334.73,68.90870269,5.72,47.92509738,1.472017657,1.473928197,0,401.5,94.51459545,7.92,70.03531523,1.021350368,-0.480861231,0,505.67,143.1523074,11.44,102.7235881,1.176238263,-0.036237303,0,393.14,110.6448262,43.01,101.559084,0.595025708,-1.00179118,0,180.29,44.06127164,34.87,42.06377125,0.632404332,-0.782903166,0,374.77,114.398902,89.54,109.7451065,0.572586664,-1.018698245,0,440.77,119.0911203,68.09,105.9561611,0.845794606,-0.500938852,0,264,63.36925788,35.2,49.728678,1.522597497,1.523331032,0,479.6,120.3494257,9.57,95.5354811,0.857875536,-0.653852744,0,456.61,140.1023407,9.13,114.9427018,0.63246393,-1.329223849,0,489.72,147.7062578,12.32,118.9915605,0.765042095,-0.969437534,0,430.32,114.3212441,26.18,93.55384717,1.133101975,0.270388552,0,135.96,29.52936865,14.52,24.69839495,1.092142177,0.165166651,0,342.1,99.76543177,33.88,77.5469046,1.203891804,0.120717543,0,454.96,108.1030389,23.65,73.59367635,1.594983178,1.327624117,0,256.85,55.74963937,10.56,35.69908483,1.891443521,2.773984175,0,1411.52,529.8641429,821.315,629.7368015,-0.132695717,-1.765985428,0,1456.51,537.7957276,836.11,634.5616513,-0.111847169,-1.769304206,1
148,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,307.23,66.35092696,26.07,59.44859135,0.632040331,-0.968785726,0,369.16,99.78988962,19.8,88.1737597,0.57452155,-1.200819846,0,363.22,120.4113856,24.86,108.0214978,0.495010188,-1.435233131,0,514.91,114.8411224,98.67,111.9013624,0.580787146,-0.834775395,0,176.88,43.65448362,41.91,44.82514524,0.549992579,-0.850443817,0,333.63,97.63520883,97.79,102.7270102,0.381618156,-1.216736266,0,388.3,105.8570124,84.04,104.7197095,0.633651577,-0.81543621,0,224.84,49.25968013,39.6,45.83898251,1.246252128,1.227675994,0,372.24,120.7749926,24.09,108.8522619,0.43349866,-1.556202821,0,539.22,152.1817129,14.74,134.3507757,0.469066523,-1.491694181,0,355.63,121.4280827,21.12,108.906454,0.44859951,-1.550098666,0,520.52,103.4543904,40.37,87.79777356,1.007074966,0.016750563,0,118.14,28.67346055,21.78,26.94057765,0.859107252,-0.201508351,0,305.14,84.11778761,35.97,69.97334379,1.093246611,0.000407307,0,370.04,87.15283734,31.46,64.68190626,1.565408272,1.593813075,0,219.45,43.66950508,13.2,29.68051989,2.007181392,3.64997405,0,1354.54,531.8113122,846.505,665.6560588,-0.206548122,-1.742533602,0,1448.04,533.7400826,736.725,631.1836128,-0.062576701,-1.714904699,1
149,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,212.08,63.31835487,20.24,52.22630797,0.941971278,-0.535840955,0,447.48,134.9744164,21.78,116.3698605,0.651333313,-1.125080966,0,338.8,94.17587726,7.59,73.33322743,0.927519167,-0.630677151,0,526.35,135.7939152,89.65,127.1025945,0.758245869,-0.57023836,0,248.82,57.27743295,45.32,55.60485476,0.683661964,-0.550689128,0,267.96,76.89222321,42.35,69.22572867,0.833883995,-0.65591655,0,425.37,90.88467239,44.55,78.72780244,1.095469211,0.283477186,0,206.91,33.81498638,35.2,34.93443142,0.777712207,0.595489241,0,352.88,84.99282737,24.09,71.0364986,0.795082495,-0.869758107,0,406.56,131.424156,31.35,119.3992903,0.500467878,-1.380611961,0,369.49,115.7207861,15.84,101.3404819,0.582845743,-1.226727359,0,512.71,105.2812259,59.07,94.63551989,0.922007777,-0.040120086,0,258.83,52.83937013,32.78,48.5500132,0.860629834,-0.195983264,0,290.4,74.29068683,29.59,58.1185699,1.334676634,0.608984481,0,454.96,82.04650661,29.48,59.8743489,1.744777605,2.615740709,0,209.44,32.0053394,29.15,30.18889998,1.152227096,1.923834168,0,1369.39,504.1066368,771.265,607.5248077,-0.137288995,-1.770166998,0,1317.58,480.9265203,728.64,583.1436227,-0.141285591,-1.720023679,1
150,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,217.36,61.7571997,17.38,49.05120399,1.025158282,-0.405091903,0,433.62,135.4541339,21.78,116.1451403,0.685719431,-1.071208881,0,303.38,89.43526993,5.72,65.81442152,1.076076312,-0.345438646,0,579.7,146.9818993,101.75,139.3090271,0.727473811,-0.618963603,0,207.57,51.09044572,41.91,51.04046295,0.490953628,-1.006465781,0,248.49,74.06240302,47.96,69.04059498,0.753825002,-0.76711672,0,341,79.77400226,49.83,72.52422182,0.946240228,-0.153972986,0,173.25,32.00587904,37.4,34.1730368,0.575016555,-0.067019664,0,304.81,87.32229157,19.25,70.9738645,0.85799196,-0.808172723,0,477.29,131.4757165,31.35,118.4627653,0.545894543,-1.278460143,0,462.22,115.7463022,14.08,98.79564945,0.668991432,-1.063478487,0,480.81,113.1428386,66.77,103.1612915,0.87221652,-0.215597712,0,236.17,47.22831881,34.65,44.67917148,0.849434884,-0.049476243,0,283.03,76.93014192,33.88,61.97237333,1.283253838,0.446489545,0,398.42,75.13919545,31.46,57.34630054,1.658054591,2.183064838,0,194.48,31.74934201,31.79,31.62946608,0.915510655,1.019760261,0,1351.57,498.5272093,765.93,597.0981094,-0.124059258,-1.763695195,0,1391.5,482.8378688,767.745,587.0208822,-0.139277525,-1.685200549,1
151,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,247.61,66.97541668,23.1,57.37446773,0.804852851,-0.83065736,0,444.62,145.750329,35.64,132.1873213,0.493205703,-1.389860982,0,293.15,91.61092496,11.44,74.43762089,0.783971613,-0.954420371,0,549.01,137.5959346,101.75,128.1461693,0.829051713,-0.388984215,0,190.52,46.68303309,41.91,47.21448176,0.497955592,-0.94675434,0,245.63,67.79726905,45.21,62.64764153,0.838460217,-0.583892317,0,271.48,64.71388549,41.91,59.3307394,0.906084471,-0.277342814,0,157.63,28.16971762,30.8,30.40110249,0.522828121,-0.27286244,0,279.29,89.85747222,31.35,80.42437861,0.591307073,-1.275139309,0,411.84,133.0496388,36.85,122.8838158,0.437874684,-1.472211088,0,369.49,118.3348507,19.36,107.1192672,0.466765887,-1.424864115,0,420.42,99.6714204,69.41,92.61738571,0.854499711,-0.240133124,0,210.98,47.16027205,38.28,45.90192524,0.745573265,-0.411786688,0,287.87,71.99919271,33.88,57.38162073,1.340610581,0.592075336,0,351.12,72.2350389,29.48,55.90219426,1.541484647,1.57827781,0,194.48,30.88970488,31.79,31.0964136,0.961916862,1.248578385,0,1324.84,488.616028,751.41,591.7395445,-0.151759229,-1.774305879,0,1342.77,482.0449839,732.16,593.3270012,-0.16337024,-1.717485935,1
152,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,367.84,61.75915858,0,28.67423502,2.668964585,6.952222176,0,324.28,82.22737585,0,45.14720251,1.691116542,1.3724244,0,247.5,62.76942548,0,32.98763657,1.795980817,1.736156623,0,399.19,113.9991101,15.29,93.82422677,0.764560124,-0.973823418,0,211.75,64.77196989,23.65,57.29084667,0.649134415,-1.115630734,0,305.69,93.11435944,10.45,67.84046212,1.088282454,-0.380142414,0,410.52,108.9537861,17.38,79.17337597,1.228757782,0.147377657,0,236.06,35.97054925,12.32,25.23445205,2.62833155,8.387981747,0,296.45,43.29675285,0,20.88563954,2.853309889,8.56943308,0,368.5,104.684358,3.3,64.25645734,1.392891441,0.331249643,0,213.73,55.16176138,0,30.81983413,1.657816351,1.23244957,0,422.4,98.83501096,28.6,87.43806321,0.686356094,-0.946008846,0,226.05,64.05448803,31.46,59.1025425,0.583827228,-1.168561918,0,332.2,90.13095138,11.77,64.29562634,1.246735646,0.152355761,0,396.22,104.5543258,12.32,75.66458657,1.234730342,0.192381656,0,262.79,42.19758597,16.06,29.38869946,2.575055156,7.961481478,0,943.69,366.5842446,568.535,430.1724377,-0.118357762,-1.792084349,0,921.14,351.6652902,601.15,431.8514491,-0.201387816,-1.725509594,1
153,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,421.74,75.64628995,0,35.41680475,2.491427793,5.772411235,0,363.77,95.2603055,0,52.3964004,1.666378412,1.232409132,0,283.25,71.81030148,0,37.36079469,1.780738225,1.650440612,0,411.51,126.1932592,18.92,103.3552484,0.769080119,-1.013338928,0,218.79,63.82164403,16.72,54.7390609,0.711075639,-1.036323975,0,288.31,87.00638613,9.13,59.6870911,1.267200587,0.073681822,0,399.63,97.57720946,15.84,68.15369615,1.402578716,0.711231442,0,229.13,32.4404431,11,22.20120977,2.881173771,10.89157676,0,332.2,57.17475576,0,27.52268444,2.575237293,6.496763331,0,408.76,119.7011359,3.3,71.81121885,1.42534474,0.403623386,0,240.13,65.57681211,0,36.45409804,1.607720785,0.994901418,0,381.26,102.9650348,27.06,88.7882002,0.728910806,-0.95006599,0,236.28,64.6189213,28.05,57.8973626,0.643120435,-1.064964993,0,313.28,83.40893402,10.67,56.80644001,1.384521867,0.541410645,0,384.12,98.45828705,11,67.83428041,1.385767595,0.649967316,0,251.02,37.8954438,14.63,26.29272322,2.746325131,9.659737036,0,968.44,370.9540725,602.305,433.3103062,-0.125114382,-1.802386465,0,944.9,357.9630097,615.23,433.4070078,-0.194515534,-1.754056191,1
154,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,302.17,56.1627875,0,29.3388645,2.250920608,4.639514407,0,349.36,81.90764415,0,49.74037878,1.395399607,0.396887319,0,259.93,56.03175144,0,32.50470045,1.509755707,0.748612575,0,422.07,136.842611,22.44,118.3817767,0.616655298,-1.276061737,0,246.73,67.17985385,23.65,59.51865077,0.653185123,-1.136366389,0,267.85,81.17284672,13.09,58.31734692,1.197511027,-0.085114025,0,324.39,81.94041925,18.81,60.5271596,1.283570138,0.386755017,0,172.04,26.06622942,13.75,20.62931177,2.215489475,7.475031733,0,222.31,40.6371736,2.42,23.86816636,2.003206077,3.549330633,0,352.77,102.252009,3.3,69.98423667,1.106409907,-0.435201725,0,182.82,54.34299538,2.86,34.90344116,1.280548812,-0.012152661,0,418.88,116.5748582,38.17,103.1146608,0.666893878,-1.100054447,0,229.46,64.07625037,29.81,59.94328272,0.550780742,-1.227721628,0,270.16,73.3286481,11.77,51.2434882,1.329859151,0.353921823,0,324.39,79.56106065,12.32,56.1394504,1.388134612,0.727192305,0,206.14,30.36212164,14.63,23.13797986,2.489578392,8.839290304,0,975.59,361.7955611,535.48,428.9581895,-0.088714835,-1.707868557,0,917.29,339.3840519,544.775,422.3347062,-0.188288987,-1.682319159,1
155,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,332.2,69.60098959,5.72,43.04714474,1.750420741,2.00332812,0,420.2,123.7059816,5.94,83.60886863,1.218264468,-0.103123536,0,348.59,93.17050451,5.72,59.88202839,1.399606117,0.422182119,0,481.14,132.6146441,59.51,124.1341649,0.410243956,-1.501912382,0,248.82,75.03753277,62.7,76.31170573,0.308319741,-1.503181761,0,237.27,79.11417992,67.54,82.57513369,0.17889713,-1.694653209,0,461.78,107.7484053,75.35,104.6069681,0.517607672,-1.061716174,0,162.03,37.38794588,52.8,42.24388513,0.063579851,-1.383671375,0,159.61,27.98335823,0,16.07357072,2.108735991,4.241395168,0,269.83,72.80633265,0,42.77449579,1.532043476,0.77875507,0,309.43,82.20385383,3.52,47.81395362,1.61136136,1.037740176,0,361.68,104.0158314,22.11,88.08015349,0.72309107,-1.057130592,0,144.98,42.34929304,32.78,42.00146394,0.512821727,-1.160379931,0,263.45,91.03766069,59.51,91.54732299,0.271711618,-1.667620026,0,468.38,141.3907594,101.09,140.5715217,0.379116696,-1.419593744,0,288.97,72.48666348,67.32,73.15196072,0.546185843,-0.827306,0,1475.21,535.4730676,736.395,616.4098993,-0.006351946,-1.706104886,0,1295.14,470.0016369,663.795,542.014443,-0.015411325,-1.724643149,1
156,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,368.39,77.60954752,5.72,46.57088463,1.770064913,1.962476981,0,398.75,118.5799188,3.96,76.89891401,1.311909598,0.132822581,0,336.38,93.40789678,3.74,57.69542664,1.440122971,0.502593651,0,375.98,135.074505,62.48,128.0662972,0.36519678,-1.5959286,0,224.62,69.18009106,62.7,71.91836854,0.21776398,-1.616968449,0,211.86,79.93173522,78.54,85.67194504,0.106811802,-1.753753191,0,338.03,101.1573083,78.21,100.8151362,0.427375936,-1.254445235,0,159.83,38.41948135,55,43.80731391,0.044521355,-1.354694149,0,187.88,28.49533875,0,16.73776448,1.991626349,3.620480717,0,259.82,69.5039095,0,40.21083677,1.582448378,0.947055642,0,318.45,80.8141657,3.52,46.46750206,1.677534288,1.281582558,0,390.5,111.8564931,26.18,97.09972685,0.631110208,-1.242674393,0,160.6,41.84773892,36.41,42.85168097,0.474653483,-1.135041607,0,251.24,89.09386015,64.35,91.45131127,0.213218293,-1.719551841,0,422.18,132.2597359,105.27,134.6273552,0.319641128,-1.474743189,0,246.84,63.4197022,67.32,66.53446856,0.442990261,-0.896876452,0,1507.88,529.6799768,721.655,611.4442862,0.025696606,-1.640704125,0,1289.31,462.5426439,646.03,535.9806461,0.001948011,-1.690913772,1
157,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,360.69,73.35229306,8.69,46.29936128,1.776448247,2.155292273,0,388.08,114.0427808,5.94,75.5833801,1.288796379,0.117360452,0,341.22,93.09617497,5.72,59.53647879,1.388607936,0.41148166,0,414.92,136.0968656,77.55,130.991591,0.356084162,-1.577173916,0,210.98,66.16831301,62.7,70.11385295,0.200229732,-1.595660216,0,211.86,79.86470257,84.04,87.47335616,0.072857389,-1.755396088,0,332.2,100.8340932,89.87,103.3680838,0.373816138,-1.307696621,0,162.03,39.25085418,57.2,46.02288166,-0.015572463,-1.432390578,0,142.45,21.39641333,0,12.76149777,1.981032828,4.023110754,0,272.36,60.37664293,3.63,36.60757881,1.606447057,1.227136013,0,288.31,71.89117912,5.28,42.66555785,1.649926995,1.283112838,0,437.8,110.9621676,33.275,98.5552979,0.610945522,-1.218125712,0,222.53,43.32220246,34.65,44.50442235,0.542833531,-0.871739585,0,239.03,88.37748207,73.81,92.41731969,0.181433439,-1.735155817,0,403.26,133.0759734,113.85,138.8374649,0.250084615,-1.57107301,0,244.31,61.65633962,72.05,67.21810612,0.296804168,-1.120961656,0,1501.94,525.3125301,736.505,619.3889858,-7.58E-05,-1.647431951,0,1303.72,453.8248088,647.68,533.5672454,-0.004326889,-1.673631102,1
158,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,433.84,147.8874301,49.61,136.9709325,0.510895823,-1.379882624,0,242.22,74.84777171,18.81,65.53251362,0.61456615,-1.220406619,0,290.84,86.56402504,15.73,74.08470045,0.673661208,-1.084267577,0,344.3,88.85119279,62.81,83.94667519,0.61661279,-0.894398891,0,110.22,21.68310691,8.58,19.94331408,0.487074076,-1.153945431,0,292.49,85.84365037,59.73,80.93833223,0.662552985,-0.866347822,0,353.32,88.9597037,72.82,84.96985311,0.759515129,-0.498708795,0,184.58,42.63152011,29.26,37.55447021,1.025411806,0.098438029,0,412.06,127.2399331,32.01,109.2352467,0.734836765,-1.044004773,0,251.13,76.99546718,12.54,63.92156461,0.786393913,-0.91678181,0,213.51,60.22129524,3.74,47.11869698,0.901753615,-0.673032925,0,420.31,98.72938662,70.4,93.72106206,0.723054436,-0.51227489,0,174.9,42.30110754,29.59,41.03726192,0.529884866,-1.110476556,0,199.32,62.98428609,42.79,61.61061149,0.42061632,-1.388753532,0,414.81,117.3158085,56.54,102.9281202,0.873931207,-0.489927912,0,73.15,24.01648519,27.83,25.5164235,0.126506905,-1.664807377,0,1346.07,499.1057789,661.43,583.9407914,-0.065008101,-1.776350025,0,1269.62,469.1760937,622.215,545.0889875,-0.054407404,-1.749603152,1
159,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,451.11,143.2883439,41.36,127.3930442,0.66847478,-1.121907772,0,284.02,84.93895628,13.09,70.33521456,0.78947912,-0.898476773,0,274.78,77.2810181,7.81,61.89680393,0.872623693,-0.662610733,0,333.63,77.30003988,43.89,72.40413682,0.584141522,-0.998667265,0,67.21,19.26318391,4.29,17.28722892,0.480403722,-1.372032992,0,325.6,94.14722928,64.46,88.94019228,0.613807914,-0.985797712,0,373.67,94.18568394,72.82,89.41934313,0.713276287,-0.67853165,0,106.48,28.56789753,24.75,27.94728008,0.532330147,-1.005658601,0,428.56,128.1238121,34.32,107.6249785,0.835529378,-0.844653057,0,287.98,82.2071182,12.54,66.34380673,0.880653685,-0.740432449,0,213.51,59.89848795,0,44.43372751,1.090733244,-0.184211038,0,398.2,96.43316145,70.4,92.21587391,0.655148744,-0.789353342,0,191.73,40.88017168,31.79,40.53437366,0.500810042,-1.055626279,0,218.13,68.47017689,47.85,67.38175359,0.406289972,-1.405338725,0,457.93,116.4742091,66.11,104.6193225,0.833172049,-0.486193157,0,93.5,26.33414999,27.83,27.95704737,0.127582952,-1.665430552,0,1366.75,486.3968808,599.995,555.6232439,0.004026272,-1.740036706,0,1303.94,466.1835568,651.53,551.1108838,-0.071621358,-1.71251736,1
160,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,405.79,135.1791172,81.84,134.2852822,0.39300822,-1.463661745,0,240.13,82.22509912,35.75,76.38892722,0.495589776,-1.383957728,0,210.65,67.58609068,23.54,61.59327364,0.50298735,-1.394790885,0,433.62,75.38129585,52.25,72.50693844,0.670110922,-0.492346129,0,103.73,19.03937045,12.98,18.19114788,0.461136304,-0.978168003,0,312.4,85.41222217,69.19,84.79729163,0.530489728,-1.053196012,0,289.85,84.39976437,82.28,87.95346922,0.470376998,-1.061922884,0,99.99,28.28143722,29.26,29.46490427,0.382251571,-1.189816476,0,402.6,112.6889353,50.27,106.2111091,0.583273027,-1.190904274,0,249.04,73.89797724,29.26,66.83483083,0.635313668,-1.122206045,0,173.69,50.6996296,13.2,42.83127496,0.738021461,-0.976056949,0,410.52,92.12594842,67.98,90.83722479,0.620170564,-0.813029953,0,136.51,38.80236324,29.59,39.51044232,0.433068217,-1.293846142,0,206.36,66.59471284,52.91,67.66249051,0.361813125,-1.421887043,0,374.44,107.9915292,80.41,105.8447813,0.54943449,-1.064756509,0,67.32,23.8485437,30.69,26.8071761,0.059330421,-1.642700457,0,1238.82,475.2615502,610.39,565.1812345,-0.050016411,-1.750275126,0,1182.61,450.4573538,597.19,546.5393299,-0.078409731,-1.71681731,1
161,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,447.15,110.818424,3.41,72.6989528,1.279359455,0.167927145,0,369.05,116.2380315,4.84,79.31088051,1.149430328,-0.309561697,0,231.44,63.79838493,2.75,42.89571546,1.218409878,-0.027420833,0,324.94,82.80754344,10.56,70.30229988,0.77974053,-0.707181851,0,61.6,13.52756331,8.36,12.26496369,0.780109564,-0.368875581,0,466.07,110.7373774,70.62,99.81083925,0.802715723,-0.523704081,0,453.97,103.3206367,47.74,86.88072867,1.029375119,-0.016373932,0,123.97,30.42236263,23.43,28.31489685,0.752192962,-0.602791914,0,529.87,102.6714143,4.84,60.59287094,1.781187273,2.367545071,0,271.04,77.73058873,3.3,50.74072702,1.257686685,-0.050889241,0,305.36,82.20886261,5.72,52.30993811,1.409445519,0.508180591,0,408.1,112.5716697,50.93,103.6446361,0.570284173,-1.205446636,0,62.59,15.45817666,4.95,13.44906585,0.71896311,-0.93342329,0,311.41,95.19219686,30.8,82.50619987,0.737233843,-0.974256425,0,344.85,93.00447902,45.54,82.15038373,0.842181664,-0.490348778,0,100.1,26.54153766,20.46,24.78047285,0.736887107,-0.55763763,0,1210,435.3286944,651.75,492.4792771,-0.025005403,-1.714507052,0,1148.84,403.9463133,648.23,470.1742944,-0.064228885,-1.678162163,1
162,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,438.13,111.4518068,5.06,78.28201106,1.098968892,-0.328872833,0,361.9,115.9520934,4.84,83.0762337,1.020568553,-0.596609708,0,233.31,63.13950228,2.75,44.72946031,1.081871615,-0.337966261,0,343.53,87.25217347,14.19,74.62386202,0.809843148,-0.565333508,0,76.34,17.11778159,11.11,15.26036227,0.856531683,-0.209538362,0,394.79,99.00685821,67.76,89.86752187,0.810540052,-0.499680149,0,428.67,101.2105654,46.31,83.60440254,1.090353824,0.085168901,0,96.69,27.17203392,22,25.53213649,0.720200955,-0.674439838,0,518.76,102.50269,4.84,63.88372999,1.560545613,1.40354959,0,248.05,79.1962377,4.95,54.49586813,1.129715748,-0.374667495,0,296.78,80.95648061,4.29,53.4705661,1.313014462,0.270857627,0,445.72,116.0922833,50.93,106.4501989,0.578933088,-1.171790616,0,78.1,17.08004941,6.6,15.2453664,0.657610155,-0.96488531,0,311.41,90.61723549,30.8,77.37596798,0.801894416,-0.835818658,0,344.85,85.2461234,41.36,74.10382654,0.893842558,-0.356457682,0,90.97,24.05703329,22,23.37520878,0.577924002,-0.852572355,0,1219.13,434.3235801,640.915,494.9759903,-0.053817566,-1.745954556,0,1123.87,402.5121938,622.93,468.4007328,-0.074798389,-1.69455167,1
163,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,401.83,107.4059004,5.06,77.50518485,1.004660669,-0.617178335,0,345.84,111.6687595,4.84,81.7554712,0.974876693,-0.683354925,0,235.07,60.97109452,0,43.93516917,1.035660459,-0.435247732,0,346.94,84.79387497,19.47,72.94392474,0.821736883,-0.480644743,0,86.57,19.7510456,12.54,17.73262997,0.837162112,-0.252734775,0,416.9,94.01604325,64.9,86.4279386,0.764888365,-0.526103508,0,399.63,100.3882224,50.6,87.26918716,0.916142984,-0.303013647,0,102.63,28.24054018,24.75,27.25792375,0.613665,-0.857719703,0,491.04,97.62731852,4.84,60.0887663,1.602025203,1.536370837,0,289.85,77.27134765,4.95,52.26060241,1.1850448,-0.210659958,0,300.19,73.80963421,5.72,48.68940584,1.332718034,0.328454097,0,507.1,128.1607317,64.68,118.0223296,0.620274226,-1.030948882,0,85.8,17.35078536,8.25,15.58748473,0.75289539,-0.613754955,0,320.87,94.84732206,32.01,82.39427546,0.743926991,-0.948238242,0,446.38,81.53693396,38.61,70.84330418,0.964629087,0.08039036,0,106.26,25.86853075,23.43,25.24063377,0.581166357,-0.864538971,0,1223.53,436.2135227,621.17,494.8274294,-0.037057582,-1.743981379,0,1151.15,396.9361441,621.06,473.1268023,-0.122881585,-1.699185155,1
164,0.01,121.1715,34.98064737,60.5908,60.59075866,4.29E-09,-1.20000002,0,294.8,92.70001098,20.24,76.03209441,0.770736195,-1.077437143,0,161.81,51.82073849,5.94,39.79150602,0.955453335,-0.640241251,0,109.23,29.39565893,0,22.26343539,0.962570372,-0.586433568,0,253.44,78.63640844,18.81,66.71222231,0.698030474,-1.106048495,0,52.36,18.2603501,0,15.25760274,0.607433464,-1.374898134,0,309.54,100.723673,92.29,109.7644686,0.240275382,-1.547163906,0,312.84,95.8550754,115.94,110.6100833,0.134429163,-1.51162053,0,188.98,65.44292257,70.51,76.63670408,0.101815782,-1.640026269,0,365.86,117.357154,24.09,95.67826869,0.809909949,-0.981889262,0,217.36,69.64398868,7.37,54.62270672,0.886585805,-0.786198637,0,99.66,25.56465042,3.52,20.86580541,0.79337301,-0.85887631,0,283.36,81.62337266,22.11,70.18511966,0.743944367,-0.926950069,0,27.28,6.86991096,3.63,6.157467404,0.597669566,-1.213099616,0,374.55,115.4676461,97.79,121.0275499,0.365177072,-1.380293602,0,274.01,64.85683676,61.38,68.95864417,0.672201404,-0.492079105,0,261.8,71.49520046,65.01,76.92694504,0.423009053,-1.205236547,0,1190.53,447.382229,526.185,517.0681169,0.077561027,-1.647579663,0,1104.18,420.7211264,613.085,514.422507,-0.098264591,-1.700748979,1
